MoleculeIdx,ProtonatedIdx,ReferenceSmiles,ProtonatedSmiles,NeutralEnergy,ProtonatedEnergy
5311,0,CNN=CCC#N,C[NH2+]N=CCC#N,55.61348,67.1726
5311,1,CNN=CCC#N,CN[NH+]=CCC#N,55.61348,61.23229
5311,2,CNN=CCC#N,CNN=CCC#[NH+],55.61348,73.7702
5312,0,CON=CCC=C,C=CCC=[NH+]OC,20.16318,21.75641
5313,0,CON=CCC=O,CO[NH+]=CCC=O,-33.77587,-36.56905
5314,0,CON=CCC#N,CO[NH+]=CCC#N,34.52103,34.85161
5314,1,CON=CCC#N,CON=CCC#[NH+],34.52103,52.32447
5315,0,CCC=CNC=N,CCC=C[NH2+]C=N,14.58555,37.0099
5315,1,CCC=CNC=N,CCC=CNC=[NH2+],14.58555,14.4615
5316,0,NCC=CNC=N,N=CNC=CC[NH3+],24.42886,52.95222
5316,1,NCC=CNC=N,N=C[NH2+]C=CCN,24.42886,49.19178
5316,2,NCC=CNC=N,NCC=CNC=[NH2+],24.42886,24.45354
5317,0,OCC=CNC=N,N=C[NH2+]C=CCO,-20.80257,8.22875
5317,1,OCC=CNC=N,[NH2+]=CNC=CCO,-20.80257,-18.89934
5318,0,FCC=CNC=N,N=C[NH2+]C=CCF,-20.91988,6.51155
5318,1,FCC=CNC=N,[NH2+]=CNC=CCF,-20.91988,-20.73645
5319,0,CCC=CNC=O,CCC=C[NH2+]C=O,-44.20329,-19.7768
5320,0,NCC=CNC=O,[NH3+]CC=CNC=O,-34.24021,-13.09471
5320,1,NCC=CNC=O,NCC=C[NH2+]C=O,-34.24021,-7.26769
5321,0,OCC=CNC=O,O=C[NH2+]C=CCO,-81.70817,-52.60135
5322,0,FCC=CNC=O,O=C[NH2+]C=CCF,-82.73321,-55.43852
5323,0,COC=CNC=N,COC=C[NH2+]C=N,-8.73167,10.07739
5323,1,COC=CNC=N,COC=CNC=[NH2+],-8.73167,-10.90994
5324,0,COC=CNC=O,COC=C[NH2+]C=O,-69.06005,-45.10907
5325,0,CCN=CNC=C,C=CNC=[NH+]CC,19.1399,22.30565
5325,1,CCN=CNC=C,C=C[NH2+]C=NCC,19.1399,42.42534
5326,0,CNN=CNC=C,C=CNC=N[NH2+]C,45.26366,63.23112
5326,1,CNN=CNC=C,C=CNC=[NH+]NC,45.26366,53.29585
5326,2,CNN=CNC=C,C=C[NH2+]C=NNC,45.26366,66.56736
5327,0,CON=CNC=C,C=CNC=[NH+]OC,22.97001,20.69302
5327,1,CON=CNC=C,C=C[NH2+]C=NOC,22.97001,44.10782
5328,0,NCC=COC=C,C=COC=CC[NH3+],-6.72392,15.15093
5329,0,NCC=COC=O,[NH3+]CC=COC=O,-70.85756,-49.99064
5330,0,CNN=COC=C,C=COC=N[NH2+]C,12.95919,26.29428
5330,1,CNN=COC=C,C=COC=[NH+]NC,12.95919,18.74057
5331,0,CNN=COC=O,C[NH2+]N=COC=O,-53.3779,-42.08632
5331,1,CNN=COC=O,CN[NH+]=COC=O,-53.3779,-45.60096
5332,0,CON=COC=C,C=COC=[NH+]OC,-8.31583,-13.52364
5333,0,CON=COC=O,CO[NH+]=COC=O,-74.41673,-72.84611
5334,0,CNN=CON=C,C=NOC=N[NH2+]C,47.40611,63.02196
5334,1,CNN=CON=C,C=NOC=[NH+]NC,47.40611,19.15548
5334,2,CNN=CON=C,C=[NH+]OC=NNC,47.40611,37.13073
5335,0,CON=CON=C,C=NOC=[NH+]OC,25.69487,21.91912
5335,1,CON=CON=C,C=[NH+]OC=NOC,25.69487,15.19543
5336,0,CCC=NNC=N,CCC=[NH+]NC=N,37.69985,44.33901
5336,1,CCC=NNC=N,CCC=N[NH2+]C=N,37.69985,61.77814
5336,2,CCC=NNC=N,CCC=NNC=[NH2+],37.69985,37.37657
5337,0,NCC=NNC=N,N=CNN=CC[NH3+],48.21515,60.00275
5337,1,NCC=NNC=N,N=CN[NH+]=CCN,48.21515,55.21162
5337,2,NCC=NNC=N,N=C[NH2+]N=CCN,48.21515,64.35054
5337,3,NCC=NNC=N,NCC=NNC=[NH2+],48.21515,47.76226
5338,0,OCC=NNC=N,N=CN[NH+]=CCO,0.8061,9.25239
5338,1,OCC=NNC=N,N=C[NH2+]N=CCO,0.8061,21.93611
5338,2,OCC=NNC=N,[NH2+]=CNN=CCO,0.8061,2.74761
5339,0,FCC=NNC=N,N=CN[NH+]=CCF,2.17236,6.4045
5339,1,FCC=NNC=N,N=C[NH2+]N=CCF,2.17236,19.18586
5339,2,FCC=NNC=N,[NH2+]=CNN=CCF,2.17236,1.73123
5340,0,CCC=NNC=O,CCC=[NH+]NC=O,-22.23234,-13.66175
5340,1,CCC=NNC=O,CCC=N[NH2+]C=O,-22.23234,7.11931
5341,0,NCC=NNC=O,[NH3+]CC=NNC=O,-11.84308,-0.27205
5341,1,NCC=NNC=O,NCC=[NH+]NC=O,-11.84308,-2.82346
5341,2,NCC=NNC=O,NCC=N[NH2+]C=O,-11.84308,16.2349
5342,0,OCC=NNC=O,O=CN[NH+]=CCO,-59.17545,-40.05266
5342,1,OCC=NNC=O,O=C[NH2+]N=CCO,-59.17545,-29.47996
5343,0,FCC=NNC=O,O=CN[NH+]=CCF,-54.82361,-50.88855
5343,1,FCC=NNC=O,O=C[NH2+]N=CCF,-54.82361,-30.35505
5344,0,COC=NNC=N,COC=[NH+]NC=N,8.10576,26.10673
5344,1,COC=NNC=N,COC=N[NH2+]C=N,8.10576,29.96648
5344,2,COC=NNC=N,COC=NNC=[NH2+],8.10576,24.38301
5345,0,COC=NNC=O,COC=[NH+]NC=O,-49.85152,-31.73314
5345,1,COC=NNC=O,COC=N[NH2+]C=O,-49.85152,-26.2668
5346,0,CCC=NOC=O,CCC=[NH+]OC=O,-46.07461,-57.80259
5347,0,NCC=NOC=O,[NH3+]CC=NOC=O,-35.25146,-9.07719
5347,1,NCC=NOC=O,NCC=[NH+]OC=O,-35.25146,-47.275
5348,0,OCC=NOC=O,O=CO[NH+]=CCO,-82.33931,-94.59434
5349,0,FCC=NOC=O,O=CO[NH+]=CCF,-81.28618,-93.51154
5350,0,COC=NOC=O,COC=[NH+]OC=O,-74.78874,-87.71646
5351,0,C=CCC=CC#N,C=CCC=CC#[NH+],55.07712,67.33091
5352,0,C=CC=CCC#N,C=CC=CCC#[NH+],53.04729,70.9087
5353,0,O=CC=CCC#N,[NH+]#CCC=CC=O,0.36842,17.42239
5354,0,O=CCC=CC#N,[NH+]#CC=CCC=O,1.98894,13.41886
5355,0,N#CCC=CC#N,N#CC=CCC#[NH+],69.32207,86.21339
5355,1,N#CCC=CC#N,N#CCC=CC#[NH+],69.32207,80.7648
5356,0,C=CCC=NN=C,C=CCC=[NH+]N=C,63.11057,66.56056
5356,1,C=CCC=NN=C,C=CCC=N[NH+]=C,63.11057,68.32469
5357,0,C=NN=CCC=O,C=[NH+]N=CCC=O,9.20269,14.91962
5357,1,C=NN=CCC=O,C=N[NH+]=CCC=O,9.20269,14.1873
5358,0,C=NN=CCC#N,C=[NH+]N=CCC#N,76.8665,82.22893
5358,1,C=NN=CCC#N,C=N[NH+]=CCC#N,76.8665,79.31172
5358,2,C=NN=CCC#N,C=NN=CCC#[NH+],76.8665,94.21276
5359,0,C=CC=CNC=N,C=CC=C[NH2+]C=N,43.21927,68.49135
5359,1,C=CC=CNC=N,C=CC=CNC=[NH2+],43.21927,41.59222
5360,0,N=CNC=CC=O,[NH2+]=CNC=CC=O,-11.49866,-10.39105
5360,1,N=CNC=CC=O,N=C[NH2+]C=CC=O,-11.49866,8.78396
5361,0,N=CNC=CC#N,N#CC=CNC=[NH2+],59.32698,56.27922
5361,1,N=CNC=CC#N,N#CC=C[NH2+]C=N,59.32698,78.48159
5361,2,N=CNC=CC#N,N=CNC=CC#[NH+],59.32698,70.61305
5362,0,C=CC=CNC=O,C=CC=C[NH2+]C=O,-16.99854,9.32972
5363,0,O=CNC=CC=O,O=CC=C[NH2+]C=O,-70.19486,-42.96305
5364,0,O=CNC=CC#N,N#CC=C[NH2+]C=O,-0.86166,29.12143
5364,1,O=CNC=CC#N,[NH+]#CC=CNC=O,-0.86166,11.99583
5365,0,C=NNC=CC=O,C=[NH+]NC=CC=O,12.85118,32.35263
5365,1,C=NNC=CC=O,C=N[NH2+]C=CC=O,12.85118,29.63945
5366,0,C=NNC=CC#N,C=[NH+]NC=CC#N,82.0465,83.63904
5366,1,C=NNC=CC#N,C=N[NH2+]C=CC#N,82.0465,101.03933
5367,0,C=CN=CNC=N,C=C[NH+]=CNC=N,48.05896,47.53898
5367,1,C=CN=CNC=N,C=CN=C[NH2+]C=N,48.05896,65.66331
5367,2,C=CN=CNC=N,C=CN=CNC=[NH2+],48.05896,48.79952
5368,0,C=CN=CNC=O,C=C[NH+]=CNC=O,-12.38859,-8.65732
5368,1,C=CN=CNC=O,C=CN=C[NH2+]C=O,-12.38859,22.29928
5369,0,N=CNC=NC=N,N=CN=CNC=[NH2+],44.69678,43.67999
5369,1,N=CNC=NC=N,N=CN=C[NH2+]C=N,44.69678,64.80158
5369,2,N=CNC=NC=N,N=CNC=[NH+]C=N,44.69678,48.22308
5369,3,N=CNC=NC=N,N=CNC=NC=[NH2+],44.69678,39.28535
5370,0,N=CN=CNC=O,[NH2+]=CN=CNC=O,-13.46169,-21.20852
5370,1,N=CN=CNC=O,N=C[NH+]=CNC=O,-13.46169,-8.13431
5370,2,N=CN=CNC=O,N=CN=C[NH2+]C=O,-13.46169,15.68705
5371,0,O=CNC=NC=O,O=CN=C[NH2+]C=O,-70.37899,-45.65414
5371,1,O=CNC=NC=O,O=CNC=[NH+]C=O,-70.37899,-70.37592
5372,0,C=CN=CNN=C,C=C[NH+]=CNN=C,69.33168,70.80733
5372,1,C=CN=CNN=C,C=CN=C[NH2+]N=C,69.33168,90.76858
5372,2,C=CN=CNN=C,C=CN=CN[NH+]=C,69.33168,69.73589
5373,0,C=NN=CNC=N,C=[NH+]N=CNC=N,64.33865,89.80592
5373,1,C=NN=CNC=N,C=N[NH+]=CNC=N,64.33865,70.29533
5373,2,C=NN=CNC=N,C=NN=C[NH2+]C=N,64.33865,82.54271
5373,3,C=NN=CNC=N,C=NN=CNC=[NH2+],64.33865,63.48724
5374,0,C=NN=CNC=O,C=[NH+]N=CNC=O,6.00222,12.74806
5374,1,C=NN=CNC=O,C=N[NH+]=CNC=O,6.00222,13.17557
5374,2,C=NN=CNC=O,C=NN=C[NH2+]C=O,6.00222,34.66833
5375,0,C=NNC=NN=C,C=NN=CN[NH+]=C,87.43299,105.93562
5375,1,C=NNC=NN=C,C=NN=C[NH2+]N=C,87.43299,106.33781
5375,2,C=NNC=NN=C,C=NNC=[NH+]N=C,87.43299,93.5806
5375,3,C=NNC=NN=C,C=NNC=N[NH+]=C,87.43299,93.29164
5376,0,C=COC=CC#N,C=COC=CC#[NH+],27.43172,39.53399
5377,0,O=COC=CC#N,[NH+]#CC=COC=O,-37.10997,-25.28349
5378,0,C=COC=NN=C,C=COC=[NH+]N=C,32.55717,36.4547
5378,1,C=COC=NN=C,C=COC=N[NH+]=C,32.55717,39.0871
5379,0,C=NN=COC=O,C=[NH+]N=COC=O,-32.53286,-9.8647
5379,1,C=NN=COC=O,C=N[NH+]=COC=O,-32.53286,-26.56349
5380,0,C=NOC=NN=C,C=NN=CO[NH+]=C,67.08412,58.2698
5380,1,C=NOC=NN=C,C=N[NH+]=CON=C,67.08412,73.3726
5380,2,C=NOC=NN=C,C=NOC=N[NH+]=C,67.08412,76.31356
5381,0,C=CC=NNC=N,C=CC=[NH+]NC=N,67.15374,67.20998
5381,1,C=CC=NNC=N,C=CC=N[NH2+]C=N,67.15374,84.71797
5381,2,C=CC=NNC=N,C=CC=NNC=[NH2+],67.15374,65.19926
5382,0,N=CNN=CC=O,[NH2+]=CNN=CC=O,15.92356,13.4772
5382,1,N=CNN=CC=O,N=C[NH2+]N=CC=O,15.92356,24.99258
5382,2,N=CNN=CC=O,N=CN[NH+]=CC=O,15.92356,17.39766
5383,0,N=CNN=CC#N,N#CC=NNC=[NH2+],86.65448,83.5917
5383,1,N=CNN=CC#N,N#CC=N[NH2+]C=N,86.65448,93.60527
5383,2,N=CNN=CC#N,N#CC=[NH+]NC=N,86.65448,87.80463
5383,3,N=CNN=CC#N,N=CNN=CC#[NH+],86.65448,95.02802
5384,0,C=CC=NNC=O,C=CC=[NH+]NC=O,7.88672,26.46882
5384,1,C=CC=NNC=O,C=CC=N[NH2+]C=O,7.88672,28.31757
5385,0,O=CNN=CC=O,O=CC=N[NH2+]C=O,-44.17451,-25.06127
5385,1,O=CNN=CC=O,O=CC=[NH+]NC=O,-44.17451,-39.08102
5386,0,O=CNN=CC#N,N#CC=N[NH2+]C=O,27.83626,44.43082
5386,1,O=CNN=CC#N,N#CC=[NH+]NC=O,27.83626,30.10832
5386,2,O=CNN=CC#N,[NH+]#CC=NNC=O,27.83626,38.7927
5387,0,C=CC=NOC=O,C=CC=[NH+]OC=O,-16.13523,-27.73708
5388,0,O=CON=CC=O,O=CC=[NH+]OC=O,-66.13177,-70.48848
5389,0,O=CON=CC#N,N#CC=[NH+]OC=O,3.52124,-6.98839
5389,1,O=CON=CC#N,[NH+]#CC=NOC=O,3.52124,18.22448
5390,0,C#CC=CCC#N,C#CC=CCC#[NH+],88.12097,105.41962
5391,0,N=CNC=CC#C,C#CC=CNC=[NH2+],78.14422,78.10213
5391,1,N=CNC=CC#C,C#CC=C[NH2+]C=N,78.14422,102.32639
5392,0,O=CNC=CC#C,C#CC=C[NH2+]C=O,19.51145,46.26337
5393,0,N=CNN=CC#C,C#CC=NNC=[NH2+],102.60702,102.05178
5393,1,N=CNN=CC#C,C#CC=N[NH2+]C=N,102.60702,115.06448
5393,2,N=CNN=CC#C,C#CC=[NH+]NC=N,102.60702,105.89845
5394,0,O=CNN=CC#C,C#CC=N[NH2+]C=O,45.90441,72.88961
5394,1,O=CNN=CC#C,C#CC=[NH+]NC=O,45.90441,62.88218
5395,0,O=CON=CC#C,C#CC=[NH+]OC=O,19.73084,8.42111
5396,0,NCC=CCC#C,C#CCC=CC[NH3+],54.29956,78.18984
5397,0,CNN=CCC#C,C#CCC=N[NH2+]C,75.56883,89.06622
5397,1,CNN=CCC#C,C#CCC=[NH+]NC,75.56883,80.86883
5398,0,CON=CCC#C,C#CCC=[NH+]OC,54.099,55.23035
5399,0,C#CCC=CC#N,C#CCC=CC#[NH+],89.05929,101.21767
5400,0,C=NN=CCC#C,C#CCC=N[NH+]=C,96.73349,102.61683
5400,1,C=NN=CCC#C,C#CCC=[NH+]N=C,96.73349,99.81766
5401,0,CC=CC=CCN,CC=CC=CC[NH3+],14.41542,26.33817
5402,0,NCC=CC=CF,[NH3+]CC=CC=CF,-22.30487,-12.70601
5403,0,CCC=CC=NN,CCC=CC=[NH+]N,31.31166,31.06489
5403,1,CCC=CC=NN,CCC=CC=N[NH3+],31.31166,45.00448
5404,0,NN=CC=CCO,[NH3+]N=CC=CCO,-6.04108,8.39814
5404,1,NN=CC=CCO,N[NH+]=CC=CCO,-6.04108,2.95252
5405,0,NN=CC=CCF,[NH3+]N=CC=CCF,-5.28877,11.64534
5405,1,NN=CC=CCF,N[NH+]=CC=CCF,-5.28877,-5.88258
5406,0,CCC=CC=NO,CCC=CC=[NH+]O,2.57681,-1.90223
5407,0,NCC=CC=NO,[NH3+]CC=CC=NO,12.63166,16.50574
5407,1,NCC=CC=NO,NCC=CC=[NH+]O,12.63166,9.38351
5408,0,OCC=CC=NO,OCC=CC=[NH+]O,-34.69389,-26.73223
5409,0,ON=CC=CCF,O[NH+]=CC=CCF,-33.82283,-23.64519
5410,0,CN=CC=CNN,C[NH+]=CC=CNN,45.28211,39.12923
5410,1,CN=CC=CNN,CN=CC=C[NH2+]N,45.28211,62.05021
5410,2,CN=CC=CNN,CN=CC=CN[NH3+],45.28211,49.04185
5411,0,CN=CC=CNO,C[NH+]=CC=CNO,12.46987,8.86818
5411,1,CN=CC=CNO,CN=CC=C[NH2+]O,12.46987,10.31317
5412,0,COC=CC=NN,COC=CC=[NH+]N,2.77865,6.9604
5412,1,COC=CC=NN,COC=CC=N[NH3+],2.77865,19.12532
5413,0,COC=CC=NO,COC=CC=[NH+]O,-26.13796,-18.60313
5414,0,CNN=CC=CC,CC=CC=N[NH2+]C,35.54958,52.41862
5414,1,CNN=CC=CC,CC=CC=[NH+]NC,35.54958,33.81476
5415,0,CNN=CC=CN,C[NH2+]N=CC=CN,41.32967,45.88005
5415,1,CNN=CC=CN,CN[NH+]=CC=CN,41.32967,37.97916
5415,2,CNN=CC=CN,CNN=CC=C[NH3+],41.32967,45.50028
5416,0,CNN=CC=CF,C[NH2+]N=CC=CF,1.75745,17.36039
5416,1,CNN=CC=CF,CN[NH+]=CC=CF,1.75745,-2.07651
5417,0,CON=CC=CC,CC=CC=[NH+]OC,14.1914,8.24583
5418,0,CON=CC=CN,CO[NH+]=CC=CN,18.22694,17.59182
5418,1,CON=CC=CN,CON=CC=C[NH3+],18.22694,21.71395
5419,0,CON=CC=CF,CO[NH+]=CC=CF,-20.27134,-23.18377
5420,0,CNN=CC=NN,C[NH2+]N=CC=NN,63.29644,66.70342
5420,1,CNN=CC=NN,CN[NH+]=CC=NN,63.29644,61.61997
5420,2,CNN=CC=NN,CNN=CC=[NH+]N,63.29644,106.17192
5420,3,CNN=CC=NN,CNN=CC=N[NH3+],63.29644,60.33525
5421,0,CNN=CC=NO,C[NH2+]N=CC=NO,35.10832,38.16353
5421,1,CNN=CC=NO,CN[NH+]=CC=NO,35.10832,33.98774
5421,2,CNN=CC=NO,CNN=CC=[NH+]O,35.10832,30.40579
5422,0,CON=CC=NN,CO[NH+]=CC=NN,42.3638,36.51136
5422,1,CON=CC=NN,CON=CC=[NH+]N,42.3638,43.05858
5422,2,CON=CC=NN,CON=CC=N[NH3+],42.3638,58.22038
5423,0,CON=CC=NO,CO[NH+]=CC=NO,14.38065,10.66216
5423,1,CON=CC=NO,CON=CC=[NH+]O,14.38065,20.5589
5424,0,CCC=NN=CC,CC=N[NH+]=CCC,28.40279,31.70542
5424,1,CCC=NN=CC,CC=[NH+]N=CCC,28.40279,31.1308
5425,0,CC=NN=CCN,CC=[NH+]N=CCN,38.25244,42.9637
5425,1,CC=NN=CCN,CC=N[NH+]=CCN,38.25244,42.09136
5425,2,CC=NN=CCN,CC=NN=CC[NH3+],38.25244,64.90567
5426,0,CC=NN=CCO,CC=[NH+]N=CCO,-9.04785,-2.31428
5426,1,CC=NN=CCO,CC=N[NH+]=CCO,-9.04785,-4.00296
5427,0,CC=NN=CCF,CC=[NH+]N=CCF,-7.94741,14.01989
5427,1,CC=NN=CCF,CC=N[NH+]=CCF,-7.94741,-4.44614
5428,0,COC=NN=CC,CC=N[NH+]=COC,-3.44016,4.14287
5428,1,COC=NN=CC,CC=[NH+]N=COC,-3.44016,0.93759
5429,0,CC=CC=CC#N,CC=CC=CC#[NH+],48.75906,56.52194
5430,0,FC=CC=CC#N,[NH+]#CC=CC=CF,13.76246,20.51046
5431,0,NN=CC=CC=C,C=CC=CC=N[NH3+],60.53162,53.06033
5431,1,NN=CC=CC=C,C=CC=CC=[NH+]N,60.53162,99.64929
5432,0,ON=CC=CC=C,C=CC=CC=[NH+]O,31.91495,38.18203
5433,0,ON=CC=CC=O,O=CC=CC=[NH+]O,-19.28098,-24.6124
5434,0,ON=CC=CC#N,N#CC=CC=[NH+]O,48.80517,58.11235
5434,1,ON=CC=CC#N,[NH+]#CC=CC=NO,48.80517,56.14314
5435,0,CC=CC=NN=C,C=N[NH+]=CC=CC,56.63241,52.70828
5435,1,CC=CC=NN=C,C=[NH+]N=CC=CC,56.63241,58.19152
5436,0,NC=CC=NN=C,C=NN=CC=C[NH3+],60.30698,61.33055
5436,1,NC=CC=NN=C,C=N[NH+]=CC=CN,60.30698,56.85314
5436,2,NC=CC=NN=C,C=[NH+]N=CC=CN,60.30698,62.59301
5437,0,FC=CC=NN=C,C=N[NH+]=CC=CF,21.78349,19.06723
5437,1,FC=CC=NN=C,C=[NH+]N=CC=CF,21.78349,22.205
5438,0,NN=CC=NN=C,C=NN=CC=N[NH3+],85.22209,80.03981
5438,1,NN=CC=NN=C,C=NN=CC=[NH+]N,85.22209,86.695
5438,2,NN=CC=NN=C,C=N[NH+]=CC=NN,85.22209,80.75357
5438,3,NN=CC=NN=C,C=[NH+]N=CC=NN,85.22209,85.17591
5439,0,ON=CC=NN=C,C=NN=CC=[NH+]O,57.12282,63.25596
5439,1,ON=CC=NN=C,C=N[NH+]=CC=NO,57.12282,52.96642
5439,2,ON=CC=NN=C,C=[NH+]N=CC=NO,57.12282,57.04704
5440,0,CC=NN=CC=C,C=CC=N[NH+]=CC,56.97557,59.79143
5440,1,CC=NN=CC=C,C=CC=[NH+]N=CC,56.97557,54.32498
5441,0,CC=NN=CC=O,CC=[NH+]N=CC=O,6.75525,8.09664
5441,1,CC=NN=CC=O,CC=N[NH+]=CC=O,6.75525,3.57754
5442,0,CC=NN=CC#N,CC=[NH+]N=CC#N,75.57117,77.08981
5442,1,CC=NN=CC#N,CC=N[NH+]=CC#N,75.57117,74.45726
5442,2,CC=NN=CC#N,CC=NN=CC#[NH+],75.57117,85.70147
5443,0,NN=CC=CC#C,C#CC=CC=N[NH3+],96.36699,109.87567
5443,1,NN=CC=CC#C,C#CC=CC=[NH+]N,96.36699,93.71856
5444,0,ON=CC=CC#C,C#CC=CC=[NH+]O,67.16935,60.80657
5445,0,CC=NN=CC#C,C#CC=N[NH+]=CC,92.60201,95.12599
5445,1,CC=NN=CC#C,C#CC=[NH+]N=CC,92.60201,92.718
5446,0,CC#CC=CCN,CC#CC=CC[NH3+],49.18402,65.30324
5447,0,CNN=CC#CC,CC#CC=N[NH2+]C,70.72743,78.48602
5447,1,CNN=CC#CC,CC#CC=[NH+]NC,70.72743,72.87121
5448,0,CON=CC#CC,CC#CC=[NH+]OC,49.73024,47.48619
5449,0,CC#CC=CC#N,CC#CC=CC#[NH+],84.40904,94.42667
5450,0,CC#CC=NN=C,C=N[NH+]=CC#CC,92.19532,92.86117
5450,1,CC#CC=NN=C,C=[NH+]N=CC#CC,92.19532,95.9809
5451,0,CCCC#CCN,CCCC#CC[NH3+],23.74712,47.9608
5452,0,CCC#CCCN,CCC#CCC[NH3+],24.41212,52.45317
5453,0,NCCC#CCN,NCC#CCC[NH3+],33.38253,62.40165
5453,1,NCCC#CCN,NCCC#CC[NH3+],33.38253,58.4524
5454,0,NCCC#CCO,[NH3+]CCC#CCO,-12.30812,17.27733
5455,0,NCCC#CCF,[NH3+]CCC#CCF,-10.52264,17.02434
5456,0,NCC#CCCO,[NH3+]CC#CCCO,-13.45953,11.74158
5457,0,NCC#CCCF,[NH3+]CC#CCCF,-13.77064,9.76782
5458,0,CCC#CCNC,CCC#CC[NH2+]C,27.43419,55.11323
5459,0,CNCC#CCN,C[NH2+]CC#CCN,36.60159,64.87465
5459,1,CNCC#CCN,CNCC#CC[NH3+],36.60159,60.13368
5460,0,CNCC#CCO,C[NH2+]CC#CCO,-8.97988,19.37203
5461,0,CNCC#CCF,C[NH2+]CC#CCF,-7.29606,18.81176
5462,0,COCC#CCN,COCC#CC[NH3+],-0.91215,22.1263
5463,0,CCCC#CC#N,CCCC#CC#[NH+],63.57787,76.89553
5464,0,NCCC#CC=C,C=CC#CCC[NH3+],54.78649,82.59016
5465,0,OCCC#CC#N,[NH+]#CC#CCCO,25.84343,38.94267
5466,0,FCCC#CC#N,[NH+]#CC#CCCF,26.4513,39.49859
5467,0,CNCC#CC=C,C=CC#CC[NH2+]C,57.98952,84.98385
5468,0,CNCC#CC=O,C[NH2+]CC#CC=O,5.69453,29.66268
5469,0,CNCC#CC#N,C[NH2+]CC#CC#N,77.13964,100.22477
5469,1,CNCC#CC#N,CNCC#CC#[NH+],77.13964,89.89373
5470,0,COCC#CC#N,COCC#CC#[NH+],39.90701,52.95471
5471,0,NCCC#CC#C,C#CC#CCC[NH3+],90.39912,117.8562
5472,0,CNCC#CC#C,C#CC#CC[NH2+]C,93.66765,118.8462
5473,0,NCC#CCC=C,C=CCC#CC[NH3+],53.63965,77.56238
5474,0,CCC#CCC#N,CCC#CCC#[NH+],58.76707,75.54602
5475,0,OCC#CCC#N,[NH+]#CCC#CCO,22.43883,39.489
5476,0,FCC#CCC#N,[NH+]#CCC#CCF,24.49618,40.89089
5477,0,C=CCC#CC#N,C=CCC#CC#[NH+],93.7199,106.8464
5478,0,C=CC#CCC#N,C=CC#CCC#[NH+],89.3458,107.16021
5479,0,O=CC#CCC#N,[NH+]#CCC#CC=O,37.69051,54.37199
5480,0,O=CCC#CC#N,[NH+]#CC#CCC=O,40.16372,52.98656
5481,0,N#CCC#CC#N,N#CC#CCC#[NH+],109.3357,125.22111
5481,1,N#CCC#CC#N,N#CCC#CC#[NH+],109.3357,122.12254
5482,0,C#CC#CCC#N,C#CC#CCC#[NH+],125.3165,141.75449
5483,0,NCC#CCC#C,C#CCC#CC[NH3+],87.75784,111.30792
5484,0,C#CCC#CC#N,C#CCC#CC#[NH+],128.26134,141.07466
5485,0,CC=CC#CCN,CC=CC#CC[NH3+],48.62212,70.2902
5486,0,NCC#CC=CF,[NH3+]CC#CC=CF,13.65365,36.70276
5487,0,CCC#CC=NN,CCC#CC=[NH+]N,66.86507,70.60216
5487,1,CCC#CC=NN,CCC#CC=N[NH3+],66.86507,80.1527
5488,0,NN=CC#CCO,[NH3+]N=CC#CCO,30.53875,31.5576
5488,1,NN=CC#CCO,N[NH+]=CC#CCO,30.53875,35.67008
5489,0,NN=CC#CCF,[NH3+]N=CC#CCF,32.49697,45.60769
5489,1,NN=CC#CCF,N[NH+]=CC#CCF,32.49697,35.87047
5490,0,CCC#CC=NO,CCC#CC=[NH+]O,38.53674,37.89237
5491,0,NCC#CC=NO,[NH3+]CC#CC=NO,47.87923,68.18948
5491,1,NCC#CC=NO,NCC#CC=[NH+]O,47.87923,47.73515
5492,0,OCC#CC=NO,OCC#CC=[NH+]O,2.57653,9.82939
5493,0,ON=CC#CCF,O[NH+]=CC#CCF,4.40649,3.0836
5494,0,CC=CC#CC#N,CC=CC#CC#[NH+],88.66389,100.13719
5495,0,FC=CC#CC#N,[NH+]#CC#CC=CF,54.33396,65.12585
5496,0,NN=CC#CC=C,C=CC#CC=N[NH3+],97.39393,94.05325
5496,1,NN=CC#CC=C,C=CC#CC=[NH+]N,97.39393,98.89677
5497,0,ON=CC#CC=C,C=CC#CC=[NH+]O,69.12911,66.16087
5498,0,ON=CC#CC=O,O=CC#CC=[NH+]O,18.17522,15.57648
5499,0,ON=CC#CC#N,N#CC#CC=[NH+]O,89.63104,95.94981
5499,1,ON=CC#CC#N,[NH+]#CC#CC=NO,89.63104,100.78099
5500,0,NN=CC#CC#C,C#CC#CC=N[NH3+],133.35107,146.14673
5500,1,NN=CC#CC#C,C#CC#CC=[NH+]N,133.35107,135.62377
5501,0,ON=CC#CC#C,C#CC#CC=[NH+]O,105.21864,110.86565
5502,0,CC#CC#CCN,CC#CC#CC[NH3+],84.02684,106.11623
5503,0,CC#CC#CC#N,CC#CC#CC#[NH+],124.76989,136.65552
5504,0,CC1CCC1CN,CC1CCC1C[NH3+],-12.5263,15.38699
5505,0,CCC1CCC1N,CCC1CCC1[NH3+],-13.92516,15.82151
5506,0,NCC1CCC1N,NC1CCC1C[NH3+],-3.55948,24.5814
5506,1,NCC1CCC1N,NCC1CCC1[NH3+],-3.55948,29.13935
5507,0,NC1CCC1CO,[NH3+]C1CCC1CO,-51.53623,-15.15519
5508,0,NC1CCC1CF,[NH3+]C1CCC1CF,-51.14236,-22.57079
5509,0,NCC1CCC1O,[NH3+]CC1CCC1O,-50.3256,-19.37644
